,JobID,Job_Designation,Involvement,Experince_level,Hr_name,Skills,CompanyName,Company_estab_year,AgeOfCompany,Industry,Location,employees_count,Job_url
567,256219,Sales Associate - B2B,Sales and Business ,Junior Level,Vignesvaran Ar,"Business Development, Direct Sales, Sales",Wakefit,2014,9,Real Estate / Property,Gurgaon,125,https://www.instahyre.com/job-256219-sales-associate-b2b-at-wakefit-gurgaon/
568,251833,Sales Executive,Sales and Business ,Junior Level,Archana Anand,"Business Development, Sales",au fait Fincare,2013,10,Real Estate / Property,Bangalore,30,https://www.instahyre.com/job-251833-sales-executive-at-au-fait-fincare-bangalore/
569,235772,Front Desk Executive,Operations ,Junior Level,Ruby K,Process Improvement,Bhoomi Connect,2018,5,Real Estate / Property,Bangalore,30,https://www.instahyre.com/job-235772-front-desk-executive-at-bhoomi-connect-bangalore/
570,248387,Sales Executive,Sales and Business ,Junior Level,Revathi S,Sales,Casagrand Builder,2004,19,Real Estate / Property,Chennai,1000,https://www.instahyre.com/job-248387-sales-executive-at-casagrand-builder-chennai/
571,247125,Inside Sales,Sales and Business ,Junior Level,Archana Raha,"Direct Sales, Sales, Telecalling",Edureify,2018,5,Real Estate / Property,Kolkata,30,https://www.instahyre.com/job-247125-inside-sales-at-edureify-kolkata/
572,241120,Relationship Manager,Sales and Business ,Junior Level,Alisha Saha,"Customer Relationship, Direct Sales, Sales",Housing,2012,11,Real Estate / Property,Kolkata,1000,https://www.instahyre.com/job-241120-relationship-manager-at-housing-3-kolkata/
573,242179,Administrative Executive,Operations ,Junior Level,Sowmya Murthy,"Inventory Management, Material Management, Procurement, Vendor Management",Kushal's Fashion Jewellery,2006,17,Real Estate / Property,Bangalore,350,https://www.instahyre.com/job-242179-administrative-executive-at-kushals-fashion-jewellery-bangalore/
574,253943,Sales Executive- Real Estate,Sales and Business ,Mid Senior Level,Pradeep Unnikannan,"Business Development, Sales, Telecalling",Sigaram Holdings,2003,20,Real Estate / Property,Chennai,125,https://www.instahyre.com/job-253943-sales-executive-real-estate-at-sigaram-holdings-chennai/
575,253970,Sales Executive/ Presales- Real Estate,Sales and Business ,Junior Level,Pradeep Unnikannan,"Business Development, Direct Sales, Sales, Telecalling",Sigaram Holdings,2003,20,Real Estate / Property,Chennai,125,https://www.instahyre.com/job-253970-sales-executive-presales-real-estate-at-sigaram-holdings-chennai/
576,253469,Sales Manager- Real Estate,Sales and Business ,Junior Level,Pradeep Unnikannan,"Business Development, Direct Sales, Sales, Telecalling",Sigaram Holdings,2003,20,Real Estate / Property,Chennai,125,https://www.instahyre.com/job-253469-sales-manager-real-estate-at-sigaram-holdings-chennai/
577,251871,Executive Operations (Post Closing),Sales and Business ,Junior Level,Shweta Sharma,"Operations Management, Sales, Customer Service, Telecalling",Zapkey,2020,3,Real Estate / Property,Bangalore,30,https://www.instahyre.com/job-251871-executive-operations-post-closing-at-zapkey-bangalore/
578,235121,Telecaller,Sales and Business ,Junior Level,Ruby K,"Sales, Telecalling",Bhoomi Connect,2018,5,Real Estate / Property,Bangalore,30,https://www.instahyre.com/job-235121-telecaller-at-bhoomi-connect-bangalore/
579,197275,Sales Executive,Sales and Business ,Junior Level,Sailesh Iyer,"Business Development, Corporate Sales, Direct Sales, Sales",Investacc Insurance Brokers,2013,10,Real Estate / Property,Mumbai,30,https://www.instahyre.com/job-197275-sales-executive-at-investacc-insurance-brokers-mumbai/
580,196440,Business Development Executive,Sales and Business ,Junior Level,Rakesh Kumar V,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Mogg's Estates,2020,3,Real Estate / Property,Bangalore,30,https://www.instahyre.com/job-196440-business-development-executive-at-moggs-estates-bangalore/
581,225932,Senior Sales Manager,Sales and Business ,Junior Level,Rachala Gowda,"Direct Sales, Sales, Telecalling",Property First Realty,2017,6,Real Estate / Property,Bangalore,125,https://www.instahyre.com/job-225932-senior-sales-manager-at-property-first-realty-bangalore/
582,225052,Team Leader,Sales and Business ,Junior Level,Sobhana Kothamasu,"Business Development, Direct Sales, Sales, Telecalling",Property First Realty,2017,6,Real Estate / Property,Bangalore,125,https://www.instahyre.com/job-225052-team-leader-at-property-first-realty-bangalore/
583,173785,Real Estate Sales Manager,Sales and Business ,Junior Level,Gautam Raj,"Business Development, Corporate Sales, Direct Sales, Presales, Sales, Telecalling",Propquest247,2019,4,Real Estate / Property,Bangalore,5,https://www.instahyre.com/job-173785-real-estate-sales-manager-at-propquest247-bangalore/
584,116133,Associate / Senior Associate - Real Estate Sales,Sales and Business ,Intermediate Level,Pinki Verma,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",RISE Infraventures,2020,3,Real Estate / Property,Mumbai,30,https://www.instahyre.com/job-116133-associate-senior-associate-real-estate-sales-at-rise-infraventures-mumbai/
585,188004,Real Estate Sales Expert,Sales and Business ,Intermediate Level,Pinki Verma,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",RISE Infraventures,2020,3,Real Estate / Property,Mumbai,30,https://www.instahyre.com/job-188004-real-estate-sales-expert-at-rise-infraventures-mumbai/
586,229099,B2B - Sales Associate,Sales and Business ,Junior Level,Vignesvaran Ar,"Business Development, Corporate Sales, Direct Sales, Sales",Wakefit,2014,9,Real Estate / Property,Bangalore,125,https://www.instahyre.com/job-229099-b2b-sales-associate-at-wakefit-bangalore/
587,252200,Key Account Manager - Brand Specialist,Sales and Business ,Mid Senior Level,Shilpa Purohit,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Amazon,1994,29,Retail,Bangalore,1000,https://www.instahyre.com/job-252200-key-account-manager-brand-specialist-at-amazon-bangalore/
588,265072,Category Manager,Sales and Business ,Junior Level,Panchali Bharali,"Business Development, Category Management",Apollo 24|7,2020,3,Retail,Hyderabad,350,https://www.instahyre.com/job-265072-category-manager-at-apollo-247-hyderabad/
589,247451,Software Development Engineer 2 - Data Acquisition,Software Engineering ,Intermediate Level,Chaithra G,"Hibernate, J2EE, Java, Spring",CommerceIQ,2012,11,Retail,Bangalore,350,https://www.instahyre.com/job-247451-software-development-engineer-2-data-acquisition-at-commerceiq-bangalore/
590,263798,Big Data Scientist,Data Science and Analysis ,Junior Level,Poonam Thute,"Java, Python, SQA, Spark, Scala",HCL Technologies,1976,47,Retail,Bangalore,1000,https://www.instahyre.com/job-263798-big-data-scientist-at-hcl-technologies-bangalore/
591,242179,Administrative Executive,Operations ,Junior Level,Sowmya Murthy,"Inventory Management, Material Management, Procurement, Vendor Management",Kushal's Fashion Jewellery,2006,17,Retail,Bangalore,350,https://www.instahyre.com/job-242179-administrative-executive-at-kushals-fashion-jewellery-bangalore/
592,259669,Business Development Professional - Shopify,Sales and Business ,Junior Level,Swathi S,"Business Development, Sales, Shopify",Mandasa Technologies,2015,8,Retail,Work From Home,30,https://www.instahyre.com/job-259669-business-development-professional-shopify-at-mandasa-technologies-work-from-home/
593,255993,Sales Officer,Sales and Business ,Junior Level,Ashok Biswal,"Business Development, Corporate Sales, Direct Sales, Sales",Revamp Moto,2020,3,Retail,Raipur,30,https://www.instahyre.com/job-255993-sales-officer-at-revamp-moto-raipur/
594,266441,Data Scientist,Data Science and Analysis ,Mid Senior Level,Stuti Ahuja,"Demand Forecasting, Python, Machine Learning, PySpark, Sales Forecasting",Sourcy,2021,2,Retail,Work From Home,5,https://www.instahyre.com/job-266441-data-scientist-at-sourcy-work-from-home/
595,244334,Area Training Executive - Retail Sales Trainer,Sales and Business ,Intermediate Level,Vignesvaran Ar,Sales,Wakefit,2014,9,Retail,"Bangalore, Delhi",125,https://www.instahyre.com/job-244334-area-training-executive-retail-sales-trainer-at-wakefit-bangalore-delhi/
596,243360,Associate Manager - Operations,Operations ,Intermediate Level,Siddharth Bhargav,"Operations Management, Process Improvement, Procurement, Quality Control, Vendor Management",Zolo,2015,8,Retail,Mangalore,125,https://www.instahyre.com/job-243360-associate-manager-operations-at-zolo-mangalore/
597,234607,Retail Sales Executive,Sales and Business ,Junior Level,Devrat Singh,"Direct Sales, Sales",Ellementry,2018,5,Retail,Chennai,125,https://www.instahyre.com/job-234607-retail-sales-executive-at-ellementry-chennai/
598,235458,Sales Manager,Sales and Business ,Junior Level,Durga Priya,"Customer Relationship, Marketing, Sales",Homes247.in,2017,6,Retail,Bangalore,30,https://www.instahyre.com/job-235458-sales-manager-at-homes247-bangalore/
599,123222,Mall Floor Manager,Sales and Business ,Junior Level,Anirud Balaji,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Timesol,2002,21,Retail,Bangalore,350,https://www.instahyre.com/job-123222-mall-floor-manager-at-timesol-bangalore/
600,209910,Debt Recovery Officer,Operations ,Junior Level,Mansi Kanyal,Operations Management,Renovo Assets,2015,8,Security / Law Enforcement,"Chandigarh, Delhi, Mumbai",30,https://www.instahyre.com/job-209910-debt-recovery-officer-at-renovo-assets-chandigarh-delhi-mumbai/
601,199336,Business Development Manager,Sales and Business ,Mid Senior Level,Krati Sharma,"Business Development, Corporate Sales, International Sales, Sales",The Legal Base,2020,3,Security / Law Enforcement,"Chandigarh, Mohali",30,https://www.instahyre.com/job-199336-business-development-manager-at-the-legal-base-chandigarh-mohali/
602,239931,Education Admission Counselor,Sales and Business ,Junior Level,Digicrome Support,"Business Development, Corporate Sales, Sales",Digicrome,2020,3,Telecommunications,Noida,125,https://www.instahyre.com/job-239931-education-admission-counselor-at-digicrome-noida/
603,229346,Business Development Executive,Sales and Business ,Junior Level,Placement Egc,"Business Development, Sales, Telecalling",Elysium Group of Companies,1999,24,Telecommunications,Madurai,350,https://www.instahyre.com/job-229346-business-development-executive-at-elysium-group-of-companies-madurai/
604,255690,Process Trainer,Operations ,Intermediate Level,Nanditha Hr,"Behavioural Training, Corporate Training, Training Management",Genxlead Solutions,2012,11,Telecommunications,Chennai,125,https://www.instahyre.com/job-255690-process-trainer-at-genxlead-solutions-chennai/
605,253482,Sales Support,Sales and Business ,Junior Level,Mayank Singh,"Customer Interaction, Customer Relationship, Customer Service, Grievance Management",Hike Education,2014,9,Telecommunications,Gurgaon,125,https://www.instahyre.com/job-253482-sales-support-at-hike-education-gurgaon/
606,265258,Regional Manager,Sales and Business ,Mid Senior Level,Meenakshi Ladha,"Business Development, Corporate Sales, Direct Sales, Sales",IndiaMART InterMESH,1999,24,Telecommunications,Bangalore,1000,https://www.instahyre.com/job-265258-regional-manager-at-indiamart-intermesh-4-bangalore/
607,266267,B2B Enterprise Marketing Specialist,Sales and Business ,Junior Level,Dipali Meshram,Business Development,MicroSec,2017,6,Telecommunications,Work From Home,30,https://www.instahyre.com/job-266267-b2b-enterprise-marketing-specialist-at-microsec-work-from-home/
608,256434,Deputy Manager - Revenue Assurance,Operations ,Senior,Komal Kareer,"Accounting, Budgeting, Chartered Accountant, Finance, Financial Analysis, Financial Planning, Financial Reporting, MIS",Mynd Integrated Solutions,2002,21,Telecommunications,Gurgaon,750,https://www.instahyre.com/job-256434-deputy-manager-revenue-assurance-at-mynd-integrated-solutions-3-gurgaon/
609,266549,Sr. Presales Consultant,Sales and Business ,Senior,Syed Niloufer Naina Hiring Srpython And Progress,"Business Development, Sales",Qvantel,2000,23,Telecommunications,Hyderabad,1000,https://www.instahyre.com/job-266549-sr-presales-consultant-at-qvantel-hyderabad/
610,243146,JC JHD Sales Lead,Sales and Business ,Intermediate Level,Jhansi Patnaikuni,"Business Development, Direct Sales, Sales",Reliance Jio Infocomm,2007,16,Telecommunications,Hyderabad,1000,https://www.instahyre.com/job-243146-jc-jhd-sales-lead-at-reliance-jio-infocomm-2-hyderabad/
611,241862,Business Development Manager,Sales and Business ,Intermediate Level,Aparna Chaphekar,"Business Development, Sales",SugarBox Networks,2016,7,Telecommunications,Mumbai,350,https://www.instahyre.com/job-241862-business-development-manager-at-sugarbox-networks-mumbai/
612,225906,Account Manager,Sales and Business ,Intermediate Level,Anju Mangla,"Business Development, Sales",Computer Ware India,1987,36,Telecommunications,Delhi,30,https://www.instahyre.com/job-225906-account-manager-at-computer-ware-india-delhi/
613,253839,Progress Partner - Business Coach,Operations ,Mid Senior Level,Abhishek S Thalanki,"Logistics Management, Operations Management, Process Improvement, Production Management, Supply Chain Management",Quantum Leap Learning Solutions,2006,17,Wellness / Fitness / Sports,Bangalore,125,https://www.instahyre.com/job-253839-progress-partner-business-coach-at-quantum-leap-learning-solutions-bangalore/
614,264123,Content Writer,Marketing ,Intermediate Level,Bhanu R,Content Writing,Sri Sri Tattva Panchakarma,2017,6,Wellness / Fitness / Sports,Bangalore,125,https://www.instahyre.com/job-264123-content-writer-at-sri-sri-tattva-panchakarma-bangalore/
615,234706,Sports Copywriter,Marketing ,Junior Level,Farzana Q,Content Writing,Story Digital,2017,6,Wellness / Fitness / Sports,Delhi,30,https://www.instahyre.com/job-234706-sports-copywriter-at-story-digital-delhi/
616,222777,Executive Assistant,Operations ,Junior Level,Kiyah Singh,"Operations Management, Process Improvement, Vendor Management",Tavastha Ayurveda,2020,3,Wellness / Fitness / Sports,Bhopal,30,https://www.instahyre.com/job-222777-executive-assistant-at-tavastha-ayurveda-bhopal/
617,226941,Business Development Executive - Sales (Tamil),Sales and Business ,Junior Level,Neha Pandey,"Business Development, Corporate Sales, International Sales, Sales",Zoetic BPO Services,2019,4,Wholesale,Noida,30,https://www.instahyre.com/job-226941-business-development-executive-sales-tamil-at-zoetic-bpo-services-noida/
